Lg,LDD_Dose,LDD_Energy,SD_Dose,SD_Energy,Vd,Vth,Id,SS,gm
0.36,1.00E+15,70,1.00E+18,30,1,0.732,3.707e-04,236.171,2.096e-04
0.72,1.00E+14,10,1.00E+14,10,0.05,0.88,1.72E-05,86.346,1.32E-05
0.72,1.00E+14,10,1.00E+14,10,1,1.283,1.61E-04,83.162,1.32E-04
0.72,1.00E+14,10,1.00E+14,15,0.05,0.88,1.73E-05,86.362,1.33E-05
0.72,1.00E+14,10,1.00E+14,15,1,1.283,1.61E-04,83.172,1.33E-04
0.72,1.00E+14,10,1.00E+14,20,0.05,0.88,1.74E-05,86.305,1.33E-05
0.72,1.00E+14,10,1.00E+14,20,1,1.283,1.62E-04,83.162,1.33E-04
0.72,1.00E+14,10,1.00E+14,30,0.05,0.881,1.75E-05,86.337,1.33E-05
0.72,1.00E+14,10,1.00E+14,30,1,1.284,1.62E-04,83.165,1.34E-04
0.72,1.00E+14,10,1.00E+14,40,0.05,0.871,1.77E-05,86.044,1.30E-05
0.72,1.00E+14,10,1.00E+14,40,1,1.28,1.64E-04,82.877,1.35E-04
0.72,1.00E+14,10,1.00E+15,10,0.05,0.883,1.89E-05,86.318,1.36E-05
0.72,1.00E+14,10,1.00E+15,10,1,1.298,1.66E-04,83.066,1.38E-04
0.72,1.00E+14,10,1.00E+15,15,0.05,0.883,1.90E-05,86.256,1.36E-05
0.72,1.00E+14,10,1.00E+15,15,1,1.298,1.66E-04,83.065,1.38E-04
0.72,1.00E+14,10,1.00E+15,20,0.05,0.883,1.90E-05,86.283,1.37E-05
0.72,1.00E+14,10,1.00E+15,20,1,1.298,1.67E-04,83.067,1.39E-04
0.72,1.00E+14,10,1.00E+15,30,0.05,0.883,1.93E-05,86.18,1.38E-05
0.72,1.00E+14,10,1.00E+15,30,1,1.296,1.68E-04,83.038,1.40E-04
0.72,1.00E+14,10,1.00E+15,40,0.05,0.806,1.93E-05,83.546,1.21E-05
0.72,1.00E+14,10,1.00E+15,40,1,1.246,1.78E-04,81.007,1.42E-04
0.72,1.00E+14,10,1.00E+16,10,0.05,0.884,1.94E-05,86.202,1.38E-05
0.72,1.00E+14,10,1.00E+16,10,1,1.302,1.68E-04,83.023,1.40E-04
0.72,1.00E+14,10,1.00E+16,15,0.05,0.884,1.96E-05,86.235,1.38E-05
0.72,1.00E+14,10,1.00E+16,15,1,1.301,1.68E-04,83.005,1.41E-04
0.72,1.00E+14,10,1.00E+16,20,0.05,0.883,1.97E-05,86.238,1.39E-05
0.72,1.00E+14,10,1.00E+16,20,1,1.299,1.69E-04,82.998,1.41E-04
0.72,1.00E+14,10,1.00E+16,30,0.05,0.881,2.01E-05,86.004,1.41E-05
0.72,1.00E+14,10,1.00E+16,30,1,1.29,1.73E-04,82.868,1.43E-04
0.72,1.00E+14,10,1.00E+16,40,0.05,0.259,1.97E-05,1300.026,8.80E-06
0.72,1.00E+14,10,1.00E+16,40,1,0.632,2.34E-04,928.064,1.25E-04
0.72,1.00E+14,10,1.00E+17,10,0.05,0.882,2.01E-05,86.276,1.41E-05
0.72,1.00E+14,10,1.00E+17,10,1,1.292,1.72E-04,82.925,1.42E-04
0.72,1.00E+14,10,1.00E+17,15,0.05,0.881,2.03E-05,86.025,1.42E-05
0.72,1.00E+14,10,1.00E+17,15,1,1.286,1.74E-04,82.887,1.43E-04
0.72,1.00E+14,10,1.00E+17,20,0.05,0.879,2.04E-05,85.995,1.43E-05
0.72,1.00E+14,10,1.00E+17,20,1,1.28,1.75E-04,82.87,1.44E-04
0.72,1.00E+14,10,1.00E+17,30,0.05,0.859,2.14E-05,85.256,1.45E-05
0.72,1.00E+14,10,1.00E+17,30,1,1.252,1.85E-04,82.323,1.48E-04
0.72,1.00E+14,10,1.00E+18,10,0.05,0.879,2.05E-05,86.355,1.43E-05
0.72,1.00E+14,10,1.00E+18,10,1,1.279,1.76E-04,82.833,1.44E-04
0.72,1.00E+14,10,1.00E+18,15,0.05,0.874,2.10E-05,85.784,1.47E-05
0.72,1.00E+14,10,1.00E+18,15,1,1.265,1.80E-04,82.747,1.46E-04
0.72,1.00E+14,10,1.00E+18,20,0.05,0.871,2.13E-05,85.744,1.50E-05
0.72,1.00E+14,10,1.00E+18,20,1,1.254,1.83E-04,82.739,1.47E-04
0.72,1.00E+14,10,1.00E+18,30,0.05,0.729,2.22E-05,81.999,1.29E-05
0.72,1.00E+14,10,1.00E+18,30,1,1.143,2.07E-04,80.371,1.52E-04
0.72,1.00E+14,20,1.00E+14,10,0.05,0.875,1.75E-05,86.312,1.34E-05
0.72,1.00E+14,20,1.00E+14,10,1,1.267,1.64E-04,83.119,1.33E-04
0.72,1.00E+14,20,1.00E+14,15,0.05,0.876,1.75E-05,86.281,1.35E-05
0.72,1.00E+14,20,1.00E+14,15,1,1.268,1.64E-04,83.094,1.34E-04
0.72,1.00E+14,20,1.00E+14,20,0.05,0.876,1.76E-05,86.174,1.35E-05
0.72,1.00E+14,20,1.00E+14,20,1,1.269,1.65E-04,83.09,1.34E-04
0.72,1.00E+14,20,1.00E+14,30,0.05,0.877,1.77E-05,86.255,1.35E-05
0.72,1.00E+14,20,1.00E+14,30,1,1.27,1.65E-04,83.095,1.34E-04
0.72,1.00E+14,20,1.00E+14,40,0.05,0.866,1.78E-05,85.729,1.31E-05
0.72,1.00E+14,20,1.00E+14,40,1,1.267,1.67E-04,82.825,1.35E-04
0.72,1.00E+14,20,1.00E+15,10,0.05,0.878,1.91E-05,86.156,1.38E-05
0.72,1.00E+14,20,1.00E+15,10,1,1.284,1.69E-04,83.006,1.39E-04
0.72,1.00E+14,20,1.00E+15,15,0.05,0.878,1.92E-05,86.16,1.38E-05
0.72,1.00E+14,20,1.00E+15,15,1,1.284,1.69E-04,83.001,1.39E-04
0.72,1.00E+14,20,1.00E+15,20,0.05,0.878,1.92E-05,86.159,1.38E-05
0.72,1.00E+14,20,1.00E+15,20,1,1.284,1.69E-04,82.995,1.39E-04
0.72,1.00E+14,20,1.00E+15,30,0.05,0.879,1.94E-05,86.254,1.39E-05
0.72,1.00E+14,20,1.00E+15,30,1,1.285,1.70E-04,82.983,1.40E-04
0.72,1.00E+14,20,1.00E+15,40,0.05,0.804,1.93E-05,83.545,1.21E-05
0.72,1.00E+14,20,1.00E+15,40,1,1.242,1.79E-04,80.998,1.42E-04
0.72,1.00E+14,20,1.00E+16,10,0.05,0.879,1.96E-05,86.137,1.40E-05
0.72,1.00E+14,20,1.00E+16,10,1,1.287,1.71E-04,82.973,1.41E-04
0.72,1.00E+14,20,1.00E+16,15,0.05,0.88,1.97E-05,86.144,1.40E-05
0.72,1.00E+14,20,1.00E+16,15,1,1.288,1.71E-04,82.958,1.41E-04
0.72,1.00E+14,20,1.00E+16,20,0.05,0.88,1.98E-05,86.174,1.40E-05
0.72,1.00E+14,20,1.00E+16,20,1,1.288,1.71E-04,82.961,1.41E-04
0.72,1.00E+14,20,1.00E+16,30,0.05,0.879,2.02E-05,86.003,1.41E-05
0.72,1.00E+14,20,1.00E+16,30,1,1.285,1.74E-04,82.863,1.43E-04
0.72,1.00E+14,20,1.00E+16,40,0.05,0.259,1.96E-05,1305.266,8.76E-06
0.72,1.00E+14,20,1.00E+16,40,1,0.631,2.33E-04,930.303,1.25E-04
0.72,1.00E+14,20,1.00E+17,10,0.05,0.88,2.02E-05,86.284,1.42E-05
0.72,1.00E+14,20,1.00E+17,10,1,1.286,1.73E-04,82.921,1.43E-04
0.72,1.00E+14,20,1.00E+17,15,0.05,0.88,2.03E-05,86.066,1.42E-05
0.72,1.00E+14,20,1.00E+17,15,1,1.283,1.74E-04,82.892,1.43E-04
0.72,1.00E+14,20,1.00E+17,20,0.05,0.879,2.05E-05,86.041,1.43E-05
0.72,1.00E+14,20,1.00E+17,20,1,1.278,1.76E-04,82.88,1.44E-04
0.72,1.00E+14,20,1.00E+17,30,0.05,0.859,2.14E-05,85.258,1.45E-05
0.72,1.00E+14,20,1.00E+17,30,1,1.251,1.85E-04,82.325,1.48E-04
0.72,1.00E+14,20,1.00E+18,10,0.05,0.879,2.05E-05,86.415,1.44E-05
0.72,1.00E+14,20,1.00E+18,10,1,1.278,1.76E-04,82.844,1.44E-04
0.72,1.00E+14,20,1.00E+18,15,0.05,0.874,2.09E-05,85.8,1.47E-05
0.72,1.00E+14,20,1.00E+18,15,1,1.266,1.79E-04,82.763,1.45E-04
0.72,1.00E+14,20,1.00E+18,20,0.05,0.871,2.13E-05,85.745,1.50E-05
0.72,1.00E+14,20,1.00E+18,20,1,1.253,1.83E-04,82.74,1.47E-04
0.72,1.00E+14,20,1.00E+18,30,0.05,0.729,2.21E-05,81.986,1.29E-05
0.72,1.00E+14,20,1.00E+18,30,1,1.143,2.06E-04,80.367,1.52E-04
0.72,1.00E+14,30,1.00E+14,10,0.05,0.874,1.76E-05,86.074,1.35E-05
0.72,1.00E+14,30,1.00E+14,10,1,1.26,1.66E-04,83.079,1.34E-04
0.72,1.00E+14,30,1.00E+14,15,0.05,0.873,1.76E-05,86.142,1.35E-05
0.72,1.00E+14,30,1.00E+14,15,1,1.259,1.66E-04,83.075,1.34E-04
0.72,1.00E+14,30,1.00E+14,20,0.05,0.874,1.76E-05,86.056,1.36E-05
0.72,1.00E+14,30,1.00E+14,20,1,1.26,1.66E-04,83.073,1.34E-04
0.72,1.00E+14,30,1.00E+14,30,0.05,0.875,1.77E-05,86.173,1.36E-05
0.72,1.00E+14,30,1.00E+14,30,1,1.262,1.66E-04,83.072,1.35E-04
0.72,1.00E+14,30,1.00E+14,40,0.05,0.867,1.78E-05,85.799,1.33E-05
0.72,1.00E+14,30,1.00E+14,40,1,1.26,1.68E-04,82.807,1.35E-04
0.72,1.00E+14,30,1.00E+15,10,0.05,0.874,1.90E-05,86.122,1.38E-05
0.72,1.00E+14,30,1.00E+15,10,1,1.273,1.70E-04,82.994,1.39E-04
0.72,1.00E+14,30,1.00E+15,15,0.05,0.876,1.92E-05,86.175,1.39E-05
0.72,1.00E+14,30,1.00E+15,15,1,1.276,1.71E-04,82.98,1.40E-04
0.72,1.00E+14,30,1.00E+15,20,0.05,0.876,1.93E-05,86.163,1.39E-05
0.72,1.00E+14,30,1.00E+15,20,1,1.276,1.71E-04,82.976,1.40E-04
0.72,1.00E+14,30,1.00E+15,30,0.05,0.877,1.95E-05,86.178,1.40E-05
0.72,1.00E+14,30,1.00E+15,30,1,1.278,1.72E-04,82.965,1.41E-04
0.72,1.00E+14,30,1.00E+15,40,0.05,0.801,1.92E-05,83.58,1.20E-05
0.72,1.00E+14,30,1.00E+15,40,1,1.238,1.79E-04,80.992,1.42E-04
0.72,1.00E+14,30,1.00E+16,10,0.05,0.877,1.97E-05,86.189,1.41E-05
0.72,1.00E+14,30,1.00E+16,10,1,1.28,1.72E-04,82.943,1.41E-04
0.72,1.00E+14,30,1.00E+16,15,0.05,0.877,1.98E-05,86.047,1.41E-05
0.72,1.00E+14,30,1.00E+16,15,1,1.28,1.73E-04,82.947,1.42E-04
0.72,1.00E+14,30,1.00E+16,20,0.05,0.878,1.99E-05,86.283,1.41E-05
0.72,1.00E+14,30,1.00E+16,20,1,1.28,1.73E-04,82.941,1.42E-04
0.72,1.00E+14,30,1.00E+16,30,0.05,0.878,2.02E-05,86.167,1.42E-05
0.72,1.00E+14,30,1.00E+16,30,1,1.28,1.74E-04,82.863,1.43E-04
0.72,1.00E+14,30,1.00E+16,40,0.05,0.257,1.96E-05,1309.829,8.76E-06
0.72,1.00E+14,30,1.00E+16,40,1,0.628,2.33E-04,932.208,1.25E-04
0.72,1.00E+14,30,1.00E+17,10,0.05,0.879,2.02E-05,86.183,1.42E-05
0.72,1.00E+14,30,1.00E+17,10,1,1.281,1.74E-04,82.92,1.43E-04
0.72,1.00E+14,30,1.00E+17,15,0.05,0.879,2.03E-05,86.03,1.43E-05
0.72,1.00E+14,30,1.00E+17,15,1,1.279,1.75E-04,82.894,1.43E-04
0.72,1.00E+14,30,1.00E+17,20,0.05,0.878,2.05E-05,85.992,1.44E-05
0.72,1.00E+14,30,1.00E+17,20,1,1.275,1.76E-04,82.891,1.44E-04
0.72,1.00E+14,30,1.00E+17,30,0.05,0.86,2.13E-05,85.3,1.45E-05
0.72,1.00E+14,30,1.00E+17,30,1,1.254,1.84E-04,82.351,1.48E-04
0.72,1.00E+14,30,1.00E+18,10,0.05,0.878,2.05E-05,86.375,1.44E-05
0.72,1.00E+14,30,1.00E+18,10,1,1.275,1.76E-04,82.856,1.44E-04
0.72,1.00E+14,30,1.00E+18,15,0.05,0.873,2.09E-05,85.821,1.47E-05
0.72,1.00E+14,30,1.00E+18,15,1,1.263,1.80E-04,82.767,1.45E-04
0.72,1.00E+14,30,1.00E+18,20,0.05,0.871,2.13E-05,85.752,1.50E-05
0.72,1.00E+14,30,1.00E+18,20,1,1.253,1.83E-04,82.744,1.47E-04
0.72,1.00E+14,30,1.00E+18,30,0.05,0.729,2.22E-05,82.001,1.29E-05
0.72,1.00E+14,30,1.00E+18,30,1,1.142,2.07E-04,80.37,1.52E-04
0.72,1.00E+14,50,1.00E+14,10,0.05,0.87,1.77E-05,86.015,1.37E-05
0.72,1.00E+14,50,1.00E+14,10,1,1.25,1.68E-04,82.819,1.34E-04
0.72,1.00E+14,50,1.00E+14,15,0.05,0.871,1.77E-05,86.015,1.37E-05
0.72,1.00E+14,50,1.00E+14,15,1,1.25,1.68E-04,83.032,1.34E-04
0.72,1.00E+14,50,1.00E+14,20,0.05,0.871,1.77E-05,86.016,1.37E-05
0.72,1.00E+14,50,1.00E+14,20,1,1.25,1.68E-04,83.032,1.35E-04
0.72,1.00E+14,50,1.00E+14,30,0.05,0.871,1.78E-05,86.021,1.37E-05
0.72,1.00E+14,50,1.00E+14,30,1,1.252,1.68E-04,83.032,1.35E-04
0.72,1.00E+14,50,1.00E+14,40,0.05,0.863,1.78E-05,85.733,1.33E-05
0.72,1.00E+14,50,1.00E+14,40,1,1.251,1.69E-04,82.767,1.36E-04
0.72,1.00E+14,50,1.00E+15,10,0.05,0.875,1.90E-05,85.981,1.41E-05
0.72,1.00E+14,50,1.00E+15,10,1,1.262,1.72E-04,82.963,1.39E-04
0.72,1.00E+14,50,1.00E+15,15,0.05,0.875,1.91E-05,85.979,1.41E-05
0.72,1.00E+14,50,1.00E+15,15,1,1.263,1.72E-04,82.957,1.39E-04
0.72,1.00E+14,50,1.00E+15,20,0.05,0.873,1.93E-05,86.011,1.40E-05
0.72,1.00E+14,50,1.00E+15,20,1,1.265,1.73E-04,82.957,1.40E-04
0.72,1.00E+14,50,1.00E+15,30,0.05,0.874,1.95E-05,86.201,1.41E-05
0.72,1.00E+14,50,1.00E+15,30,1,1.268,1.73E-04,82.941,1.41E-04
0.72,1.00E+14,50,1.00E+15,40,0.05,0.796,1.92E-05,83.514,1.20E-05
0.72,1.00E+14,50,1.00E+15,40,1,1.229,1.80E-04,80.937,1.42E-04
0.72,1.00E+14,50,1.00E+16,10,0.05,0.873,1.95E-05,85.991,1.41E-05
0.72,1.00E+14,50,1.00E+16,10,1,1.267,1.73E-04,82.685,1.41E-04
0.72,1.00E+14,50,1.00E+16,15,0.05,0.874,1.98E-05,86.028,1.41E-05
0.72,1.00E+14,50,1.00E+16,15,1,1.27,1.74E-04,82.928,1.42E-04
0.72,1.00E+14,50,1.00E+16,20,0.05,0.874,1.99E-05,86.193,1.42E-05
0.72,1.00E+14,50,1.00E+16,20,1,1.27,1.74E-04,82.915,1.42E-04
0.72,1.00E+14,50,1.00E+16,30,0.05,0.875,2.02E-05,86.129,1.42E-05
0.72,1.00E+14,50,1.00E+16,30,1,1.273,1.76E-04,82.842,1.43E-04
0.72,1.00E+14,50,1.00E+16,40,0.05,0.251,1.96E-05,1312.198,8.72E-06
0.72,1.00E+14,50,1.00E+16,40,1,0.622,2.34E-04,933.606,1.24E-04
0.72,1.00E+14,50,1.00E+17,10,0.05,0.875,2.00E-05,86.128,1.42E-05
0.72,1.00E+14,50,1.00E+17,10,1,1.271,1.75E-04,82.916,1.42E-04
0.72,1.00E+14,50,1.00E+17,15,0.05,0.877,2.03E-05,86.269,1.43E-05
0.72,1.00E+14,50,1.00E+17,15,1,1.273,1.76E-04,82.878,1.43E-04
0.72,1.00E+14,50,1.00E+17,20,0.05,0.876,2.04E-05,85.931,1.44E-05
0.72,1.00E+14,50,1.00E+17,20,1,1.272,1.77E-04,82.872,1.44E-04
0.72,1.00E+14,50,1.00E+17,30,0.05,0.86,2.11E-05,85.279,1.44E-05
0.72,1.00E+14,50,1.00E+17,30,1,1.255,1.83E-04,82.336,1.47E-04
0.72,1.00E+14,50,1.00E+18,10,0.05,0.877,2.04E-05,86.252,1.44E-05
0.72,1.00E+14,50,1.00E+18,10,1,1.272,1.76E-04,82.877,1.44E-04
0.72,1.00E+14,50,1.00E+18,15,0.05,0.873,2.09E-05,85.891,1.47E-05
0.72,1.00E+14,50,1.00E+18,15,1,1.262,1.80E-04,82.782,1.45E-04
0.72,1.00E+14,50,1.00E+18,20,0.05,0.873,2.11E-05,85.757,1.50E-05
0.72,1.00E+14,50,1.00E+18,20,1,1.254,1.82E-04,82.744,1.46E-04
0.72,1.00E+14,50,1.00E+18,30,0.05,0.729,2.21E-05,81.987,1.29E-05
0.72,1.00E+14,50,1.00E+18,30,1,1.143,2.06E-04,80.368,1.52E-04
0.72,1.00E+14,70,1.00E+14,10,0.05,0.845,1.78E-05,85.223,1.27E-05
0.72,1.00E+14,70,1.00E+14,10,1,1.243,1.72E-04,82.327,1.37E-04
0.72,1.00E+14,70,1.00E+14,15,0.05,0.845,1.78E-05,85.222,1.27E-05
0.72,1.00E+14,70,1.00E+14,15,1,1.243,1.72E-04,82.327,1.37E-04
0.72,1.00E+14,70,1.00E+14,20,0.05,0.845,1.78E-05,85.222,1.27E-05
0.72,1.00E+14,70,1.00E+14,20,1,1.243,1.72E-04,82.326,1.37E-04
0.72,1.00E+14,70,1.00E+14,30,0.05,0.846,1.78E-05,85.221,1.27E-05
0.72,1.00E+14,70,1.00E+14,30,1,1.243,1.72E-04,82.325,1.37E-04
0.72,1.00E+14,70,1.00E+14,40,0.05,0.837,1.78E-05,84.968,1.25E-05
0.72,1.00E+14,70,1.00E+14,40,1,1.239,1.72E-04,82.103,1.37E-04
0.72,1.00E+14,70,1.00E+15,10,0.05,0.851,1.90E-05,85.162,1.31E-05
0.72,1.00E+14,70,1.00E+15,10,1,1.255,1.76E-04,82.267,1.41E-04
0.72,1.00E+14,70,1.00E+15,15,0.05,0.852,1.92E-05,85.156,1.32E-05
0.72,1.00E+14,70,1.00E+15,15,1,1.256,1.76E-04,82.262,1.42E-04
0.72,1.00E+14,70,1.00E+15,20,0.05,0.852,1.93E-05,85.152,1.32E-05
0.72,1.00E+14,70,1.00E+15,20,1,1.257,1.76E-04,82.257,1.42E-04
0.72,1.00E+14,70,1.00E+15,30,0.05,0.855,1.95E-05,85.144,1.33E-05
0.72,1.00E+14,70,1.00E+15,30,1,1.261,1.77E-04,82.254,1.43E-04
0.72,1.00E+14,70,1.00E+15,40,0.05,0.773,1.91E-05,83.018,1.16E-05
0.72,1.00E+14,70,1.00E+15,40,1,1.21,1.83E-04,80.659,1.41E-04
0.72,1.00E+14,70,1.00E+16,10,0.05,0.853,1.95E-05,85.137,1.33E-05
0.72,1.00E+14,70,1.00E+16,10,1,1.259,1.77E-04,82.244,1.43E-04
0.72,1.00E+14,70,1.00E+16,15,0.05,0.854,1.97E-05,85.126,1.34E-05
0.72,1.00E+14,70,1.00E+16,15,1,1.261,1.78E-04,82.235,1.43E-04
0.72,1.00E+14,70,1.00E+16,20,0.05,0.856,1.99E-05,85.116,1.34E-05
0.72,1.00E+14,70,1.00E+16,20,1,1.263,1.78E-04,82.228,1.44E-04
0.72,1.00E+14,70,1.00E+16,30,0.05,0.857,2.03E-05,85.255,1.35E-05
0.72,1.00E+14,70,1.00E+16,30,1,1.267,1.79E-04,82.168,1.46E-04
0.72,1.00E+14,70,1.00E+16,40,0.05,0.227,1.97E-05,1390.821,8.65E-06
0.72,1.00E+14,70,1.00E+16,40,1,0.595,2.36E-04,979.546,1.24E-04
0.72,1.00E+14,70,1.00E+17,10,0.05,0.855,1.99E-05,85.118,1.34E-05
0.72,1.00E+14,70,1.00E+17,10,1,1.263,1.78E-04,82.229,1.44E-04
0.72,1.00E+14,70,1.00E+17,15,0.05,0.858,2.02E-05,85.341,1.36E-05
0.72,1.00E+14,70,1.00E+17,15,1,1.266,1.79E-04,82.213,1.45E-04
0.72,1.00E+14,70,1.00E+17,20,0.05,0.859,2.05E-05,85.085,1.37E-05
0.72,1.00E+14,70,1.00E+17,20,1,1.268,1.80E-04,82.186,1.46E-04
0.72,1.00E+14,70,1.00E+17,30,0.05,0.844,2.07E-05,84.606,1.35E-05
0.72,1.00E+14,70,1.00E+17,30,1,1.257,1.83E-04,81.795,1.48E-04
0.72,1.00E+14,70,1.00E+18,10,0.05,0.859,2.03E-05,85.143,1.36E-05
0.72,1.00E+14,70,1.00E+18,10,1,1.268,1.80E-04,82.215,1.46E-04
0.72,1.00E+14,70,1.00E+18,15,0.05,0.858,2.08E-05,85.251,1.38E-05
0.72,1.00E+14,70,1.00E+18,15,1,1.263,1.82E-04,82.16,1.47E-04
0.72,1.00E+14,70,1.00E+18,20,0.05,0.856,2.10E-05,85.017,1.40E-05
0.72,1.00E+14,70,1.00E+18,20,1,1.257,1.84E-04,82.109,1.48E-04
0.72,1.00E+14,70,1.00E+18,30,0.05,0.719,2.13E-05,81.552,1.22E-05
0.72,1.00E+14,70,1.00E+18,30,1,1.142,2.02E-04,80.765,1.49E-04
0.72,2.00E+14,10,1.00E+14,10,0.05,0.883,1.82E-05,86.332,1.36E-05
0.72,2.00E+14,10,1.00E+14,10,1,1.292,1.64E-04,83.126,1.36E-04
0.72,2.00E+14,10,1.00E+14,15,0.05,0.88,1.82E-05,86.349,1.34E-05
0.72,2.00E+14,10,1.00E+14,15,1,1.292,1.64E-04,83.122,1.36E-04
0.72,2.00E+14,10,1.00E+14,20,0.05,0.881,1.83E-05,86.293,1.35E-05
0.72,2.00E+14,10,1.00E+14,20,1,1.292,1.64E-04,83.124,1.36E-04
0.72,2.00E+14,10,1.00E+14,30,0.05,0.881,1.84E-05,86.305,1.35E-05
0.72,2.00E+14,10,1.00E+14,30,1,1.292,1.65E-04,83.129,1.37E-04
0.72,2.00E+14,10,1.00E+14,40,0.05,0.874,1.85E-05,85.949,1.33E-05
0.72,2.00E+14,10,1.00E+14,40,1,1.288,1.67E-04,82.86,1.38E-04
0.72,2.00E+14,10,1.00E+15,10,0.05,0.885,1.94E-05,86.296,1.38E-05
0.72,2.00E+14,10,1.00E+15,10,1,1.302,1.68E-04,83.057,1.40E-04
0.72,2.00E+14,10,1.00E+15,15,0.05,0.884,1.94E-05,86.317,1.38E-05
0.72,2.00E+14,10,1.00E+15,15,1,1.302,1.68E-04,83.053,1.40E-04
0.72,2.00E+14,10,1.00E+15,20,0.05,0.884,1.94E-05,86.315,1.38E-05
0.72,2.00E+14,10,1.00E+15,20,1,1.302,1.68E-04,83.048,1.40E-04
0.72,2.00E+14,10,1.00E+15,30,0.05,0.885,1.96E-05,86.333,1.39E-05
0.72,2.00E+14,10,1.00E+15,30,1,1.299,1.69E-04,83.032,1.41E-04
0.72,2.00E+14,10,1.00E+15,40,0.05,0.81,1.95E-05,83.565,1.22E-05
0.72,2.00E+14,10,1.00E+15,40,1,1.251,1.79E-04,80.998,1.43E-04
0.72,2.00E+14,10,1.00E+16,10,0.05,0.885,1.98E-05,86.221,1.40E-05
0.72,2.00E+14,10,1.00E+16,10,1,1.305,1.69E-04,83.023,1.41E-04
0.72,2.00E+14,10,1.00E+16,15,0.05,0.885,1.99E-05,86.301,1.40E-05
0.72,2.00E+14,10,1.00E+16,15,1,1.304,1.69E-04,83.008,1.42E-04
0.72,2.00E+14,10,1.00E+16,20,0.05,0.885,2.00E-05,86.178,1.40E-05
0.72,2.00E+14,10,1.00E+16,20,1,1.301,1.70E-04,83.002,1.42E-04
0.72,2.00E+14,10,1.00E+16,30,0.05,0.882,2.03E-05,86.01,1.42E-05
0.72,2.00E+14,10,1.00E+16,30,1,1.292,1.73E-04,82.876,1.43E-04
0.72,2.00E+14,10,1.00E+16,40,0.05,0.265,1.98E-05,1306.674,8.87E-06
0.72,2.00E+14,10,1.00E+16,40,1,0.634,2.34E-04,930.549,1.26E-04
0.72,2.00E+14,10,1.00E+17,10,0.05,0.883,2.03E-05,86.282,1.42E-05
0.72,2.00E+14,10,1.00E+17,10,1,1.294,1.73E-04,82.931,1.43E-04
0.72,2.00E+14,10,1.00E+17,15,0.05,0.882,2.05E-05,86.036,1.43E-05
0.72,2.00E+14,10,1.00E+17,15,1,1.288,1.74E-04,82.891,1.44E-04
0.72,2.00E+14,10,1.00E+17,20,0.05,0.88,2.06E-05,85.981,1.44E-05
0.72,2.00E+14,10,1.00E+17,20,1,1.281,1.76E-04,82.875,1.44E-04
0.72,2.00E+14,10,1.00E+17,30,0.05,0.859,2.15E-05,85.234,1.46E-05
0.72,2.00E+14,10,1.00E+17,30,1,1.251,1.86E-04,82.306,1.49E-04
0.72,2.00E+14,10,1.00E+18,10,0.05,0.88,2.07E-05,86.34,1.44E-05
0.72,2.00E+14,10,1.00E+18,10,1,1.281,1.76E-04,82.838,1.45E-04
0.72,2.00E+14,10,1.00E+18,15,0.05,0.874,2.11E-05,85.79,1.48E-05
0.72,2.00E+14,10,1.00E+18,15,1,1.266,1.80E-04,82.75,1.46E-04
0.72,2.00E+14,10,1.00E+18,20,0.05,0.872,2.14E-05,85.745,1.50E-05
0.72,2.00E+14,10,1.00E+18,20,1,1.255,1.83E-04,82.737,1.47E-04
0.72,2.00E+14,10,1.00E+18,30,0.05,0.73,2.23E-05,82.002,1.30E-05
0.72,2.00E+14,10,1.00E+18,30,1,1.143,2.07E-04,80.372,1.52E-04
0.72,2.00E+14,20,1.00E+14,10,0.05,0.876,1.85E-05,86.221,1.36E-05
0.72,2.00E+14,20,1.00E+14,10,1,1.278,1.67E-04,83.073,1.37E-04
0.72,2.00E+14,20,1.00E+14,15,0.05,0.876,1.85E-05,86.277,1.37E-05
0.72,2.00E+14,20,1.00E+14,15,1,1.279,1.67E-04,83.067,1.37E-04
0.72,2.00E+14,20,1.00E+14,20,0.05,0.877,1.86E-05,86.165,1.37E-05
0.72,2.00E+14,20,1.00E+14,20,1,1.279,1.68E-04,83.066,1.37E-04
0.72,2.00E+14,20,1.00E+14,30,0.05,0.877,1.86E-05,86.271,1.37E-05
0.72,2.00E+14,20,1.00E+14,30,1,1.279,1.68E-04,83.06,1.37E-04
0.72,2.00E+14,20,1.00E+14,40,0.05,0.87,1.87E-05,85.935,1.34E-05
0.72,2.00E+14,20,1.00E+14,40,1,1.278,1.69E-04,82.796,1.38E-04
0.72,2.00E+14,20,1.00E+15,10,0.05,0.88,1.96E-05,86.128,1.40E-05
0.72,2.00E+14,20,1.00E+15,10,1,1.288,1.71E-04,83.01,1.41E-04
0.72,2.00E+14,20,1.00E+15,15,0.05,0.88,1.96E-05,86.168,1.40E-05
0.72,2.00E+14,20,1.00E+15,15,1,1.288,1.71E-04,83.005,1.41E-04
0.72,2.00E+14,20,1.00E+15,20,0.05,0.88,1.96E-05,86.173,1.40E-05
0.72,2.00E+14,20,1.00E+15,20,1,1.288,1.71E-04,83,1.41E-04
0.72,2.00E+14,20,1.00E+15,30,0.05,0.881,1.98E-05,86.251,1.41E-05
0.72,2.00E+14,20,1.00E+15,30,1,1.288,1.71E-04,82.987,1.42E-04
0.72,2.00E+14,20,1.00E+15,40,0.05,0.807,1.95E-05,83.599,1.22E-05
