Lg,LDD_Dose,LDD_Energy,SD_Dose,SD_Energy,Vd,Vth,Id,SS,gm
0.36,1.00E+14,50,1.00E+16,15,1,1.111,2.753e-04,81.332,1.982e-04
0.36,1.00E+14,50,1.00E+16,20,0.05,0.824,4.057e-05,84.343,2.937e-05
0.36,1.00E+14,50,1.00E+16,20,1,1.111,2.756e-04,81.324,1.984e-04
0.36,1.00E+14,50,1.00E+16,30,0.05,0.821,4.161e-05,84.128,2.964e-05
0.36,1.00E+14,50,1.00E+16,30,1,1.106,2.793e-04,81.093,2.004e-04
0.36,1.00E+14,50,1.00E+16,40,0.05,0.119,3.875e-05,1385.852,1.629e-05
0.36,1.00E+14,50,1.00E+16,40,1,0.407,3.865e-04,1077.847,1.846e-04
0.36,1.00E+14,50,1.00E+17,10,0.05,0.825,4.124e-05,84.329,2.959e-05
0.36,1.00E+14,50,1.00E+17,10,1,1.113,2.767e-04,81.306,1.994e-04
0.36,1.00E+14,50,1.00E+17,15,0.05,0.822,4.268e-05,84.056,3.021e-05
0.36,1.00E+14,50,1.00E+17,15,1,1.103,2.818e-04,81.005,2.018e-04
0.36,1.00E+14,50,1.00E+17,20,0.05,0.809,4.471e-05,83.311,3.149e-05
0.36,1.00E+14,50,1.00E+17,20,1,1.077,2.912e-04,80.416,2.046e-04
0.36,1.00E+14,50,1.00E+17,30,0.05,0.778,4.547e-05,82.745,3.059e-05
0.36,1.00E+14,50,1.00E+17,30,1,1.041,3.025e-04,80.174,2.074e-04
0.36,1.00E+14,50,1.00E+18,10,0.05,0.82,4.297e-05,83.912,3.036e-05
0.36,1.00E+14,50,1.00E+18,10,1,1.098,2.835e-04,80.841,2.023e-04
0.36,1.00E+14,50,1.00E+18,15,0.05,0.8,4.611e-05,83.255,3.234e-05
0.36,1.00E+14,50,1.00E+18,15,1,1.056,2.987e-04,80.362,2.068e-04
0.36,1.00E+14,50,1.00E+18,20,0.05,0.787,4.853e-05,82.692,3.456e-05
0.36,1.00E+14,50,1.00E+18,20,1,1.019,3.110e-04,80.387,2.099e-04
0.36,1.00E+14,50,1.00E+18,30,0.05,0.603,4.695e-05,82.516,2.572e-05
0.36,1.00E+14,50,1.00E+18,30,1,0.902,3.412e-04,87.162,2.136e-04
0.36,1.00E+14,70,1.00E+14,10,0.05,0.781,3.538e-05,83.414,2.580e-05
0.36,1.00E+14,70,1.00E+14,10,1,1.072,2.760e-04,80.606,1.933e-04
0.36,1.00E+14,70,1.00E+14,15,0.05,0.781,3.535e-05,83.414,2.579e-05
0.36,1.00E+14,70,1.00E+14,15,1,1.072,2.759e-04,80.6,1.933e-04
0.36,1.00E+14,70,1.00E+14,20,0.05,0.781,3.533e-05,83.414,2.579e-05
0.36,1.00E+14,70,1.00E+14,20,1,1.072,2.759e-04,80.606,1.933e-04
0.36,1.00E+14,70,1.00E+14,30,0.05,0.781,3.527e-05,83.414,2.577e-05
0.36,1.00E+14,70,1.00E+14,30,1,1.072,2.758e-04,80.599,1.932e-04
0.36,1.00E+14,70,1.00E+14,40,0.05,0.771,3.512e-05,83.283,2.515e-05
0.36,1.00E+14,70,1.00E+14,40,1,1.068,2.768e-04,80.545,1.933e-04
0.36,1.00E+14,70,1.00E+15,10,0.05,0.785,3.802e-05,83.389,2.656e-05
0.36,1.00E+14,70,1.00E+15,10,1,1.081,2.805e-04,80.583,1.977e-04
0.36,1.00E+14,70,1.00E+15,15,0.05,0.786,3.819e-05,83.387,2.661e-05
0.36,1.00E+14,70,1.00E+15,15,1,1.082,2.808e-04,80.582,1.980e-04
0.36,1.00E+14,70,1.00E+15,20,0.05,0.786,3.842e-05,83.384,2.669e-05
0.36,1.00E+14,70,1.00E+15,20,1,1.082,2.812e-04,80.58,1.983e-04
0.36,1.00E+14,70,1.00E+15,30,0.05,0.789,3.904e-05,83.37,2.687e-05
0.36,1.00E+14,70,1.00E+15,30,1,1.086,2.822e-04,80.558,1.996e-04
0.36,1.00E+14,70,1.00E+15,40,0.05,0.691,3.807e-05,82.341,2.263e-05
0.36,1.00E+14,70,1.00E+15,40,1,1.034,2.932e-04,80.989,2.000e-04
0.36,1.00E+14,70,1.00E+16,10,0.05,0.788,3.955e-05,83.374,2.701e-05
0.36,1.00E+14,70,1.00E+16,10,1,1.086,2.830e-04,80.573,2.001e-04
0.36,1.00E+14,70,1.00E+16,15,0.05,0.789,4.005e-05,83.369,2.715e-05
0.36,1.00E+14,70,1.00E+16,15,1,1.088,2.838e-04,80.567,2.010e-04
0.36,1.00E+14,70,1.00E+16,20,0.05,0.79,4.068e-05,83.362,2.736e-05
0.36,1.00E+14,70,1.00E+16,20,1,1.09,2.848e-04,80.561,2.020e-04
0.36,1.00E+14,70,1.00E+16,30,0.05,0.79,4.184e-05,83.29,2.772e-05
0.36,1.00E+14,70,1.00E+16,30,1,1.089,2.878e-04,80.446,2.040e-04
0.36,1.00E+14,70,1.00E+16,40,0.05,0.077,3.894e-05,1487.992,1.608e-05
0.36,1.00E+14,70,1.00E+16,40,1,0.361,3.922e-04,1147.199,1.834e-04
0.36,1.00E+14,70,1.00E+17,10,0.05,0.79,4.086e-05,83.361,2.741e-05
0.36,1.00E+14,70,1.00E+17,10,1,1.091,2.851e-04,80.561,2.023e-04
0.36,1.00E+14,70,1.00E+17,15,0.05,0.793,4.203e-05,83.377,2.785e-05
0.36,1.00E+14,70,1.00E+17,15,1,1.093,2.872e-04,80.526,2.041e-04
0.36,1.00E+14,70,1.00E+17,20,0.05,0.79,4.340e-05,83.081,2.851e-05
0.36,1.00E+14,70,1.00E+17,20,1,1.083,2.921e-04,80.315,2.062e-04
0.36,1.00E+14,70,1.00E+17,30,0.05,0.753,4.519e-05,82.526,2.859e-05
0.36,1.00E+14,70,1.00E+17,30,1,1.034,3.071e-04,80.359,2.096e-04
0.36,1.00E+14,70,1.00E+18,10,0.05,0.793,4.276e-05,83.228,2.817e-05
0.36,1.00E+14,70,1.00E+18,10,1,1.09,2.896e-04,80.2,2.054e-04
0.36,1.00E+14,70,1.00E+18,15,0.05,0.783,4.479e-05,82.836,2.925e-05
0.36,1.00E+14,70,1.00E+18,15,1,1.069,2.982e-04,80.155,2.084e-04
0.36,1.00E+14,70,1.00E+18,20,0.05,0.759,4.829e-05,82.494,3.125e-05
0.36,1.00E+14,70,1.00E+18,20,1,1.018,3.158e-04,80.541,2.131e-04
0.36,1.00E+14,70,1.00E+18,30,0.05,0.586,4.625e-05,82.709,2.490e-05
0.36,1.00E+14,70,1.00E+18,30,1,0.892,3.424e-04,89.76,2.130e-04
0.36,1.00E+15,10,1.00E+14,10,0.05,0.859,3.954e-05,85.758,2.865e-05
0.36,1.00E+15,10,1.00E+14,10,1,1.177,2.579e-04,82.994,1.949e-04
0.36,1.00E+15,10,1.00E+14,15,0.05,0.859,3.968e-05,85.749,2.871e-05
0.36,1.00E+15,10,1.00E+14,15,1,1.172,2.583e-04,82.995,1.945e-04
0.36,1.00E+15,10,1.00E+14,20,0.05,0.859,3.980e-05,85.723,2.878e-05
0.36,1.00E+15,10,1.00E+14,20,1,1.176,2.589e-04,82.949,1.955e-04
0.36,1.00E+15,10,1.00E+14,30,0.05,0.859,4.001e-05,85.663,2.889e-05
0.36,1.00E+15,10,1.00E+14,30,1,1.173,2.601e-04,82.871,1.961e-04
0.36,1.00E+15,10,1.00E+14,40,0.05,0.848,4.019e-05,85.393,2.812e-05
0.36,1.00E+15,10,1.00E+14,40,1,1.168,2.633e-04,82.605,1.977e-04
0.36,1.00E+15,10,1.00E+15,10,0.05,0.86,4.068e-05,85.668,2.907e-05
0.36,1.00E+15,10,1.00E+15,10,1,1.171,2.607e-04,82.892,1.962e-04
0.36,1.00E+15,10,1.00E+15,15,0.05,0.859,4.065e-05,85.66,2.905e-05
0.36,1.00E+15,10,1.00E+15,15,1,1.175,2.608e-04,82.867,1.967e-04
0.36,1.00E+15,10,1.00E+15,20,0.05,0.859,4.071e-05,85.636,2.908e-05
0.36,1.00E+15,10,1.00E+15,20,1,1.173,2.611e-04,82.834,1.969e-04
0.36,1.00E+15,10,1.00E+15,30,0.05,0.855,4.124e-05,85.389,2.937e-05
0.36,1.00E+15,10,1.00E+15,30,1,1.164,2.649e-04,82.547,1.983e-04
0.36,1.00E+15,10,1.00E+15,40,0.05,0.769,4.053e-05,83.561,2.476e-05
0.36,1.00E+15,10,1.00E+15,40,1,1.116,2.822e-04,81.396,2.039e-04
0.36,1.00E+15,10,1.00E+16,10,0.05,0.859,4.130e-05,85.585,2.925e-05
0.36,1.00E+15,10,1.00E+16,10,1,1.173,2.623e-04,82.777,1.976e-04
0.36,1.00E+15,10,1.00E+16,15,0.05,0.856,4.169e-05,85.415,2.946e-05
0.36,1.00E+15,10,1.00E+16,15,1,1.166,2.648e-04,82.578,1.985e-04
0.36,1.00E+15,10,1.00E+16,20,0.05,0.852,4.201e-05,85.256,2.964e-05
0.36,1.00E+15,10,1.00E+16,20,1,1.159,2.672e-04,82.371,1.992e-04
0.36,1.00E+15,10,1.00E+16,30,0.05,0.838,4.314e-05,84.682,3.016e-05
0.36,1.00E+15,10,1.00E+16,30,1,1.133,2.761e-04,81.55,2.020e-04
0.36,1.00E+15,10,1.00E+16,40,0.05,0.203,4.024e-05,1390.881,1.752e-05
0.36,1.00E+15,10,1.00E+16,40,1,0.46,3.888e-04,1061.524,1.906e-04
0.36,1.00E+15,10,1.00E+17,10,0.05,0.839,4.347e-05,84.823,3.048e-05
0.36,1.00E+15,10,1.00E+17,10,1,1.132,2.767e-04,81.599,2.023e-04
0.36,1.00E+15,10,1.00E+17,15,0.05,0.826,4.455e-05,84.314,3.118e-05
0.36,1.00E+15,10,1.00E+17,15,1,1.107,2.846e-04,81.14,2.043e-04
0.36,1.00E+15,10,1.00E+17,20,0.05,0.812,4.583e-05,83.623,3.205e-05
0.36,1.00E+15,10,1.00E+17,20,1,1.081,2.927e-04,80.525,2.063e-04
0.36,1.00E+15,10,1.00E+17,30,0.05,0.783,4.652e-05,82.832,3.106e-05
0.36,1.00E+15,10,1.00E+17,30,1,1.049,3.034e-04,80.122,2.090e-04
0.36,1.00E+15,10,1.00E+18,10,0.05,0.818,4.558e-05,83.945,3.189e-05
0.36,1.00E+15,10,1.00E+18,10,1,1.092,2.901e-04,80.805,2.059e-04
0.36,1.00E+15,10,1.00E+18,15,0.05,0.804,4.663e-05,83.403,3.254e-05
0.36,1.00E+15,10,1.00E+18,15,1,1.064,2.981e-04,80.343,2.076e-04
0.36,1.00E+15,10,1.00E+18,20,0.05,0.787,4.824e-05,82.838,3.357e-05
0.36,1.00E+15,10,1.00E+18,20,1,1.028,3.087e-04,80.341,2.096e-04
0.36,1.00E+15,10,1.00E+18,30,0.05,0.603,4.830e-05,83.001,2.642e-05
0.36,1.00E+15,10,1.00E+18,30,1,0.895,3.469e-04,88.461,2.161e-04
0.36,1.00E+15,20,1.00E+14,10,0.05,0.845,4.140e-05,85.362,2.992e-05
0.36,1.00E+15,20,1.00E+14,10,1,1.146,2.694e-04,82.498,1.990e-04
0.36,1.00E+15,20,1.00E+14,15,0.05,0.845,4.144e-05,85.363,2.994e-05
0.36,1.00E+15,20,1.00E+14,15,1,1.146,2.695e-04,82.492,1.991e-04
0.36,1.00E+15,20,1.00E+14,20,0.05,0.845,4.153e-05,85.355,2.999e-05
0.36,1.00E+15,20,1.00E+14,20,1,1.146,2.698e-04,82.489,1.993e-04
0.36,1.00E+15,20,1.00E+14,30,0.05,0.846,4.172e-05,85.339,3.009e-05
0.36,1.00E+15,20,1.00E+14,30,1,1.146,2.705e-04,82.459,1.997e-04
0.36,1.00E+15,20,1.00E+14,40,0.05,0.837,4.178e-05,85.095,2.923e-05
0.36,1.00E+15,20,1.00E+14,40,1,1.143,2.729e-04,82.253,2.012e-04
0.36,1.00E+15,20,1.00E+15,10,0.05,0.846,4.202e-05,85.346,3.011e-05
0.36,1.00E+15,20,1.00E+15,10,1,1.147,2.703e-04,82.479,1.998e-04
0.36,1.00E+15,20,1.00E+15,15,0.05,0.846,4.233e-05,85.313,3.026e-05
0.36,1.00E+15,20,1.00E+15,15,1,1.146,2.713e-04,82.44,2.005e-04
0.36,1.00E+15,20,1.00E+15,20,0.05,0.846,4.225e-05,85.325,3.021e-05
0.36,1.00E+15,20,1.00E+15,20,1,1.146,2.710e-04,82.447,2.002e-04
0.36,1.00E+15,20,1.00E+15,30,0.05,0.845,4.266e-05,85.278,3.042e-05
0.36,1.00E+15,20,1.00E+15,30,1,1.143,2.731e-04,82.303,2.012e-04
0.36,1.00E+15,20,1.00E+15,40,0.05,0.76,4.132e-05,83.576,2.506e-05
0.36,1.00E+15,20,1.00E+15,40,1,1.102,2.879e-04,81.581,2.059e-04
0.36,1.00E+15,20,1.00E+16,10,0.05,0.846,4.286e-05,85.281,3.040e-05
0.36,1.00E+15,20,1.00E+16,10,1,1.146,2.723e-04,82.389,2.010e-04
0.36,1.00E+15,20,1.00E+16,15,0.05,0.845,4.297e-05,85.244,3.045e-05
0.36,1.00E+15,20,1.00E+16,15,1,1.144,2.729e-04,82.297,2.012e-04
0.36,1.00E+15,20,1.00E+16,20,0.05,0.843,4.331e-05,85.152,3.064e-05
0.36,1.00E+15,20,1.00E+16,20,1,1.138,2.750e-04,82.165,2.020e-04
0.36,1.00E+15,20,1.00E+16,30,0.05,0.832,4.422e-05,84.632,3.101e-05
0.36,1.00E+15,20,1.00E+16,30,1,1.118,2.819e-04,81.514,2.040e-04
0.36,1.00E+15,20,1.00E+16,40,0.05,0.175,4.128e-05,1378.68,1.776e-05
0.36,1.00E+15,20,1.00E+16,40,1,0.436,3.968e-04,1067.316,1.923e-04
0.36,1.00E+15,20,1.00E+17,10,0.05,0.837,4.421e-05,84.825,3.109e-05
0.36,1.00E+15,20,1.00E+17,10,1,1.125,2.801e-04,81.717,2.037e-04
0.36,1.00E+15,20,1.00E+17,15,0.05,0.824,4.539e-05,84.052,3.187e-05
0.36,1.00E+15,20,1.00E+17,15,1,1.1,2.880e-04,81.121,2.058e-04
0.36,1.00E+15,20,1.00E+17,20,0.05,0.81,4.672e-05,83.484,3.276e-05
0.36,1.00E+15,20,1.00E+17,20,1,1.074,2.966e-04,80.707,2.079e-04
0.36,1.00E+15,20,1.00E+17,30,0.05,0.781,4.734e-05,82.928,3.168e-05
0.36,1.00E+15,20,1.00E+17,30,1,1.041,3.069e-04,80.456,2.104e-04
0.36,1.00E+15,20,1.00E+18,10,0.05,0.825,4.528e-05,84.086,3.174e-05
0.36,1.00E+15,20,1.00E+18,10,1,1.101,2.877e-04,81.082,2.056e-04
0.36,1.00E+15,20,1.00E+18,15,0.05,0.802,4.741e-05,83.426,3.314e-05
0.36,1.00E+15,20,1.00E+18,15,1,1.057,3.015e-04,80.573,2.089e-04
0.36,1.00E+15,20,1.00E+18,20,0.05,0.786,4.893e-05,82.859,3.409e-05
0.36,1.00E+15,20,1.00E+18,20,1,1.024,3.112e-04,80.488,2.108e-04
0.36,1.00E+15,20,1.00E+18,30,0.05,0.604,4.837e-05,82.962,2.649e-05
0.36,1.00E+15,20,1.00E+18,30,1,0.897,3.470e-04,88.301,2.164e-04
0.36,1.00E+15,30,1.00E+14,10,0.05,0.835,4.212e-05,84.9,3.043e-05
0.36,1.00E+15,30,1.00E+14,10,1,1.128,2.753e-04,82.056,2.006e-04
0.36,1.00E+15,30,1.00E+14,15,0.05,0.835,4.211e-05,84.898,3.043e-05
0.36,1.00E+15,30,1.00E+14,15,1,1.128,2.753e-04,82.055,2.006e-04
0.36,1.00E+15,30,1.00E+14,20,0.05,0.835,4.213e-05,84.891,3.044e-05
0.36,1.00E+15,30,1.00E+14,20,1,1.128,2.754e-04,82.051,2.006e-04
0.36,1.00E+15,30,1.00E+14,30,0.05,0.836,4.227e-05,84.874,3.051e-05
0.36,1.00E+15,30,1.00E+14,30,1,1.128,2.758e-04,82.034,2.009e-04
0.36,1.00E+15,30,1.00E+14,40,0.05,0.828,4.234e-05,84.685,2.969e-05
0.36,1.00E+15,30,1.00E+14,40,1,1.127,2.780e-04,81.897,2.024e-04
0.36,1.00E+15,30,1.00E+15,10,0.05,0.836,4.262e-05,84.892,3.058e-05
0.36,1.00E+15,30,1.00E+15,10,1,1.129,2.759e-04,82.05,2.012e-04
0.36,1.00E+15,30,1.00E+15,15,0.05,0.836,4.272e-05,84.879,3.061e-05
0.36,1.00E+15,30,1.00E+15,15,1,1.129,2.761e-04,82.041,2.014e-04
0.36,1.00E+15,30,1.00E+15,20,0.05,0.836,4.294e-05,84.857,3.072e-05
0.36,1.00E+15,30,1.00E+15,20,1,1.128,2.768e-04,82.01,2.018e-04
0.36,1.00E+15,30,1.00E+15,30,0.05,0.836,4.317e-05,84.821,3.082e-05
0.36,1.00E+15,30,1.00E+15,30,1,1.127,2.777e-04,81.952,2.023e-04
0.36,1.00E+15,30,1.00E+15,40,0.05,0.75,4.169e-05,83.391,2.520e-05
0.36,1.00E+15,30,1.00E+15,40,1,1.089,2.914e-04,81.505,2.065e-04
0.36,1.00E+15,30,1.00E+16,10,0.05,0.836,4.311e-05,84.883,3.072e-05
0.36,1.00E+15,30,1.00E+16,10,1,1.129,2.766e-04,82.036,2.018e-04
0.36,1.00E+15,30,1.00E+16,15,0.05,0.837,4.350e-05,84.841,3.088e-05
0.36,1.00E+15,30,1.00E+16,15,1,1.128,2.778e-04,81.969,2.025e-04
0.36,1.00E+15,30,1.00E+16,20,0.05,0.836,4.356e-05,84.799,3.090e-05
0.36,1.00E+15,30,1.00E+16,20,1,1.127,2.781e-04,81.936,2.026e-04
0.36,1.00E+15,30,1.00E+16,30,0.05,0.827,4.455e-05,84.317,3.132e-05
0.36,1.00E+15,30,1.00E+16,30,1,1.109,2.847e-04,81.36,2.047e-04
0.36,1.00E+15,30,1.00E+16,40,0.05,0.156,4.174e-05,1369.002,1.782e-05
0.36,1.00E+15,30,1.00E+16,40,1,0.422,4.005e-04,1069.784,1.927e-04
0.36,1.00E+15,30,1.00E+17,10,0.05,0.836,4.388e-05,84.777,3.101e-05
0.36,1.00E+15,30,1.00E+17,10,1,1.126,2.789e-04,81.889,2.031e-04
0.36,1.00E+15,30,1.00E+17,15,0.05,0.827,4.499e-05,84.219,3.167e-05
0.36,1.00E+15,30,1.00E+17,15,1,1.106,2.859e-04,81.29,2.052e-04
0.36,1.00E+15,30,1.00E+17,20,0.05,0.811,4.663e-05,83.58,3.274e-05
0.36,1.00E+15,30,1.00E+17,30,0.05,0.78,4.742e-05,83.004,3.180e-05
0.36,1.00E+15,30,1.00E+17,30,1,1.039,3.075e-04,80.555,2.105e-04
0.36,1.00E+15,30,1.00E+18,10,0.05,0.824,4.529e-05,84.058,3.183e-05
0.36,1.00E+15,30,1.00E+18,10,1,1.1,2.880e-04,81.092,2.057e-04
0.36,1.00E+15,30,1.00E+18,15,0.05,0.801,4.760e-05,83.507,3.333e-05
0.36,1.00E+15,30,1.00E+18,15,1,1.053,3.026e-04,80.727,2.091e-04
0.36,1.00E+15,30,1.00E+18,20,0.05,0.785,4.906e-05,82.872,3.423e-05
0.36,1.00E+15,30,1.00E+18,20,1,1.022,3.118e-04,80.538,2.110e-04
0.36,1.00E+15,30,1.00E+18,30,0.05,0.608,4.801e-05,82.675,2.634e-05
0.36,1.00E+15,30,1.00E+18,30,1,0.904,3.442e-04,87.547,2.157e-04
0.36,1.00E+15,50,1.00E+14,10,0.05,0.817,4.391e-05,83.956,3.140e-05
0.36,1.00E+15,50,1.00E+14,10,1,1.093,2.884e-04,81.25,2.050e-04
0.36,1.00E+15,50,1.00E+14,15,0.05,0.817,4.390e-05,83.956,3.140e-05
0.36,1.00E+15,50,1.00E+14,15,1,1.093,2.884e-04,81.251,2.050e-04
0.36,1.00E+15,50,1.00E+14,20,0.05,0.817,4.389e-05,83.956,3.140e-05
0.36,1.00E+15,50,1.00E+14,20,1,1.093,2.884e-04,81.251,2.050e-04
0.36,1.00E+15,50,1.00E+14,30,0.05,0.817,4.392e-05,83.96,3.142e-05
0.36,1.00E+15,50,1.00E+14,30,1,1.093,2.886e-04,81.257,2.051e-04
0.36,1.00E+15,50,1.00E+14,40,0.05,0.808,4.387e-05,83.871,3.056e-05
0.36,1.00E+15,50,1.00E+14,40,1,1.091,2.905e-04,81.218,2.061e-04
0.36,1.00E+15,50,1.00E+15,10,0.05,0.817,4.437e-05,83.947,3.145e-05
0.36,1.00E+15,50,1.00E+15,10,1,1.095,2.888e-04,81.235,2.055e-04
0.36,1.00E+15,50,1.00E+15,15,0.05,0.817,4.441e-05,83.942,3.153e-05
0.36,1.00E+15,50,1.00E+15,15,1,1.095,2.889e-04,81.235,2.056e-04
0.36,1.00E+15,50,1.00E+15,20,0.05,0.817,4.447e-05,83.943,3.156e-05
0.36,1.00E+15,50,1.00E+15,20,1,1.095,2.891e-04,81.237,2.057e-04
0.36,1.00E+15,50,1.00E+15,30,0.05,0.816,4.446e-05,83.954,3.146e-05
0.36,1.00E+15,50,1.00E+15,30,1,1.094,2.891e-04,81.215,2.056e-04
0.36,1.00E+15,50,1.00E+15,40,0.05,0.725,4.323e-05,83.145,2.593e-05
0.36,1.00E+15,50,1.00E+15,40,1,1.049,3.037e-04,81.52,2.093e-04
0.36,1.00E+15,50,1.00E+16,10,0.05,0.818,4.472e-05,83.934,3.158e-05
0.36,1.00E+15,50,1.00E+16,10,1,1.096,2.890e-04,81.217,2.058e-04
0.36,1.00E+15,50,1.00E+16,15,0.05,0.818,4.485e-05,83.933,3.163e-05
0.36,1.00E+15,50,1.00E+16,15,1,1.096,2.893e-04,81.213,2.060e-04
0.36,1.00E+15,50,1.00E+16,20,0.05,0.817,4.516e-05,83.927,3.178e-05
0.36,1.00E+15,50,1.00E+16,20,1,1.094,2.904e-04,81.204,2.065e-04
0.36,1.00E+15,50,1.00E+16,30,0.05,0.81,4.605e-05,83.922,3.212e-05
0.36,1.00E+15,50,1.00E+16,30,1,1.078,2.960e-04,81.086,2.081e-04
0.36,1.00E+15,50,1.00E+16,40,0.05,0.107,4.279e-05,1381.023,1.789e-05
0.36,1.00E+15,50,1.00E+16,40,1,0.377,4.111e-04,1099.083,1.937e-04
0.36,1.00E+15,50,1.00E+17,10,0.05,0.818,4.509e-05,83.94,3.170e-05
0.36,1.00E+15,50,1.00E+17,10,1,1.096,2.896e-04,81.203,2.063e-04
0.36,1.00E+15,50,1.00E+17,15,0.05,0.816,4.575e-05,83.934,3.204e-05
0.36,1.00E+15,50,1.00E+17,15,1,1.09,2.926e-04,81.174,2.074e-04
0.36,1.00E+15,50,1.00E+17,20,0.05,0.808,4.670e-05,83.852,3.254e-05
0.36,1.00E+15,50,1.00E+17,20,1,1.071,2.984e-04,80.991,2.088e-04
0.36,1.00E+15,50,1.00E+17,30,0.05,0.772,4.811e-05,82.92,3.201e-05
0.36,1.00E+15,50,1.00E+17,30,1,1.028,3.123e-04,80.758,2.121e-04
0.36,1.00E+15,50,1.00E+18,10,0.05,0.813,4.617e-05,83.945,3.224e-05
0.36,1.00E+15,50,1.00E+18,10,1,1.082,2.951e-04,81.089,2.081e-04
0.36,1.00E+15,50,1.00E+18,15,0.05,0.8,4.755e-05,83.567,3.301e-05
0.36,1.00E+15,50,1.00E+18,15,1,1.054,3.038e-04,80.94,2.100e-04
0.36,1.00E+15,50,1.00E+18,20,0.05,0.775,5.048e-05,82.652,3.481e-05
0.36,1.00E+15,50,1.00E+18,20,1,1.01,3.181e-04,80.726,2.135e-04
0.36,1.00E+15,50,1.00E+18,30,0.05,0.6,4.843e-05,83.279,2.647e-05
0.36,1.00E+15,50,1.00E+18,30,1,0.892,3.480e-04,88.847,2.164e-04
0.36,1.00E+15,70,1.00E+14,10,0.05,0.596,3.951e-05,83.803,2.104e-05
0.36,1.00E+15,70,1.00E+14,10,1,0.951,3.181e-04,95.457,2.054e-04
0.36,1.00E+15,70,1.00E+14,15,0.05,0.595,3.950e-05,83.801,2.103e-05
0.36,1.00E+15,70,1.00E+14,15,1,0.951,3.181e-04,95.453,2.054e-04
0.36,1.00E+15,70,1.00E+14,20,0.05,0.595,3.949e-05,83.799,2.103e-05
0.36,1.00E+15,70,1.00E+14,20,1,0.951,3.180e-04,95.451,2.053e-04
0.36,1.00E+15,70,1.00E+14,30,0.05,0.595,3.947e-05,83.796,2.102e-05
0.36,1.00E+15,70,1.00E+14,30,1,0.951,3.180e-04,95.451,2.053e-04
0.36,1.00E+15,70,1.00E+14,40,0.05,0.584,3.922e-05,83.915,2.076e-05
0.36,1.00E+15,70,1.00E+14,40,1,0.943,3.186e-04,97.117,2.046e-04
0.36,1.00E+15,70,1.00E+15,10,0.05,0.603,3.992e-05,83.885,2.130e-05
0.36,1.00E+15,70,1.00E+15,10,1,0.953,3.188e-04,95.605,2.062e-04
0.36,1.00E+15,70,1.00E+15,15,0.05,0.603,3.994e-05,83.888,2.132e-05
0.36,1.00E+15,70,1.00E+15,15,1,0.954,3.189e-04,95.614,2.062e-04
0.36,1.00E+15,70,1.00E+15,20,0.05,0.603,3.997e-05,83.892,2.133e-05
0.36,1.00E+15,70,1.00E+15,20,1,0.954,3.190e-04,95.631,2.063e-04
0.36,1.00E+15,70,1.00E+15,30,0.05,0.602,3.991e-05,83.898,2.129e-05
0.36,1.00E+15,70,1.00E+15,30,1,0.953,3.188e-04,95.567,2.061e-04
0.36,1.00E+15,70,1.00E+15,40,0.05,0.528,3.971e-05,88.255,2.029e-05
0.36,1.00E+15,70,1.00E+15,40,1,0.877,3.307e-04,127.282,2.038e-04
0.36,1.00E+15,70,1.00E+16,10,0.05,0.608,4.024e-05,83.955,2.151e-05
0.36,1.00E+15,70,1.00E+16,10,1,0.955,3.194e-04,95.634,2.068e-04
0.36,1.00E+15,70,1.00E+16,15,0.05,0.609,4.030e-05,83.968,2.155e-05
0.36,1.00E+15,70,1.00E+16,15,1,0.956,3.196e-04,95.669,2.069e-04
0.36,1.00E+15,70,1.00E+16,20,0.05,0.611,4.042e-05,83.987,2.163e-05
0.36,1.00E+15,70,1.00E+16,20,1,0.956,3.199e-04,95.746,2.072e-04
0.36,1.00E+15,70,1.00E+16,30,0.05,0.61,4.042e-05,84.025,2.161e-05
0.36,1.00E+15,70,1.00E+16,30,1,0.954,3.201e-04,96.061,2.071e-04
0.36,1.00E+15,70,1.00E+16,40,1,0.137,4.423e-04,1654.714,1.871e-04
0.36,1.00E+15,70,1.00E+17,10,0.05,0.612,4.046e-05,84.003,2.166e-05
0.36,1.00E+15,70,1.00E+17,10,1,0.957,3.198e-04,95.723,2.072e-04
0.36,1.00E+15,70,1.00E+17,15,0.05,0.615,4.070e-05,84.034,2.180e-05
0.36,1.00E+15,70,1.00E+17,15,1,0.956,3.206e-04,95.979,2.077e-04
0.36,1.00E+15,70,1.00E+17,20,0.05,0.616,4.111e-05,84.051,2.201e-05
0.36,1.00E+15,70,1.00E+17,20,1,0.952,3.227e-04,96.507,2.084e-04
0.36,1.00E+15,70,1.00E+17,30,0.05,0.587,4.208e-05,84.396,2.217e-05
0.36,1.00E+15,70,1.00E+17,30,1,0.914,3.322e-04,103.014,2.095e-04
0.36,1.00E+15,70,1.00E+18,10,0.05,0.616,4.087e-05,84.037,2.190e-05
0.36,1.00E+15,70,1.00E+18,10,1,0.955,3.214e-04,96.155,2.080e-04
0.36,1.00E+15,70,1.00E+18,15,0.05,0.613,4.170e-05,84.041,2.228e-05
0.36,1.00E+15,70,1.00E+18,15,1,0.943,3.262e-04,97.382,2.095e-04
0.36,1.00E+15,70,1.00E+18,20,0.05,0.592,4.327e-05,84.201,2.287e-05
0.36,1.00E+15,70,1.00E+18,20,1,0.914,3.358e-04,100.944,2.117e-04
0.36,1.00E+15,70,1.00E+18,30,0.05,0.431,4.458e-05,114.441,2.163e-05
